ID,day,organism,em_Preferred_name,em_desc,Marinobacter_LFC,Marinobacter_pvalue,Marinobacter_padj,Alteromonas_LFC,Alteromonas_pvalue,Alteromonas_padj,Pseudohoeflea_LFC,Pseudohoeflea_pvalue,Pseudohoeflea_padj,Thalassospira_1_LFC,Thalassospira_1_pvalue,Thalassospira_1_padj,Thalassospira_2_LFC,Thalassospira_2_pvalue,Thalassospira_2_padj
1_1086_MED4_genome,5,MED4,,multidrug efflux ABC transporter,0.142643472,0.559242915,0.760384991,0.16950248,0.5230522,0.69247641,0.333762498,0.161610403,0.544246992,0.34411695,0.035094087,0.133799437,-0.311755625,0.071894905,0.726824113
1_1087_MED4_genome,5,MED4,,multidrug efflux associated,0.530247546,0.393076003,0.655351634,0.40539448,0.3400601,0.53067055,0.882179486,0.095822318,0.534361361,0.852918355,0.020877177,0.110105034,0.323079136,0.292873656,0.729703177
1_1088_MED4_genome,5,MED4,,Alternative locus ID,0.100979439,0.690489002,0.844206481,0.17312779,0.07206305,0.22436486,0.24322977,0.307014307,0.62302309,0.194037717,0.048660463,0.151012519,0.262732962,0.284689625,0.729703177
1_1089_MED4_genome,5,MED4,,Alternative locus ID,0.186003714,0.440700261,0.688412642,0.16280277,0.08739561,0.24882866,0.242545367,0.315875303,0.625734656,0.14946726,0.208560269,0.351618767,0.328372524,0.153327033,0.726824113
1_109_MED4_genome,5,MED4,,Alternative locus ID,0.254103501,0.310527658,0.589447518,0.09117172,0.45040658,0.63019008,0.180505029,0.244090953,0.592327577,0.453150826,0.070432571,0.181234746,0.118182977,0.69863151,0.869780383
1_1090_MED4_genome,5,MED4,,membrane transporter protein,0.592052092,0.077883021,0.513773,0.28585577,0.2752654,0.46671212,0.597200998,0.086275054,0.534361361,0.183382216,0.301153915,0.439602333,0.217820077,0.421880431,0.763402862
1_1091_MED4_genome,5,MED4,,Alternative locus ID,-0.171553896,0.294851016,0.576491998,0.19178139,0.16055466,0.34237773,0.013086859,0.964521427,0.974156499,0.171535569,0.24916664,0.392093959,0.089363724,0.621034437,0.85032584
1_1092_MED4_genome,5,MED4,,None,0.591883489,0.168808298,0.531579157,0.09601319,0.65846904,0.7871307,0.407543007,0.435102647,0.679616937,0.311784846,0.121093751,0.247376002,-0.042600008,0.796802319,0.905178743
1_1093_MED4_genome,5,MED4,,Alternative locus ID,0.126373028,0.532539627,0.745761924,0.20187151,0.15810605,0.34049521,0.254703248,0.046497798,0.534361361,-0.172155451,0.21725551,0.360404002,0.084383571,0.595747911,0.840755084
1_1094_MED4_genome,5,MED4,,Alternative locus ID,0.691734067,0.048909617,0.513773,-0.7792579,0.04919601,0.18603452,0.350038485,0.494986521,0.705955261,-0.431274497,0.103348705,0.226589479,0.379759694,0.122453493,0.726824113
1_1095_MED4_genome,5,MED4,,Alternative locus ID,0.691061152,0.080810744,0.513773,-0.5900809,0.04309219,0.17174292,0.190968668,0.687930016,0.822903357,-0.026508103,0.903718142,0.942786618,0.344575951,0.300203319,0.729703177
1_1096_MED4_genome,5,MED4,,Alternative locus ID,0.507237579,0.180746002,0.539510648,0.44832724,0.01657651,0.10077048,0.526770259,0.157917443,0.543317428,0.27896347,0.310206281,0.448724598,0.333648259,0.07036809,0.726824113
1_1097_MED4_genome,5,MED4,,Alternative locus ID,0.095018278,0.661406329,0.82894915,0.06823111,0.5656525,0.71961486,0.025542677,0.923941127,0.952429062,-0.134757108,0.146583874,0.2793528,0.020771778,0.900885418,0.962975967
1_1098_MED4_genome,5,MED4,,Alternative locus ID,0.056975938,0.630226347,0.809954205,0.06762626,0.59265235,0.7368836,0.047801469,0.727829047,0.842772513,-0.091779345,0.521316142,0.65534319,0.080597439,0.62595474,0.850912144
1_1099_MED4_genome,5,MED4,,Alternative locus ID,0.082212173,0.661984701,0.828991272,0.16180423,0.16287445,0.34509045,0.235452892,0.272129287,0.607927253,-0.185917632,0.223116589,0.366330742,-0.060611209,0.685814861,0.865036341
1_11_MED4_genome,5,MED4,rsbU,Regulator of sigma subunit,0.216101534,0.330589432,0.605975476,-0.2256963,0.0702424,0.22120597,0.236703845,0.327904149,0.628203611,-0.030069839,0.770484131,0.853083583,-0.141325547,0.25795272,0.726824113
1_110_MED4_genome,5,MED4,,Alternative locus ID,0.2919424,0.271731837,0.56831881,-0.0391858,0.85005664,0.91464773,0.655283333,0.048506069,0.534361361,0.326208973,0.103077664,0.22629965,0.125300211,0.492007829,0.790721357
1_1100_MED4_genome,5,MED4,rpsU,Belongs to the bacterial ribosomal protein bS21 family,0.252877053,0.340789036,0.612648854,-0.3166912,0.00261099,0.04917127,-0.187290333,0.159987346,0.543317428,0.05325941,0.786769657,0.862170286,0.264496243,0.384160741,0.75303371
1_1101_MED4_genome,5,MED4,,Alternative locus ID,-0.090646849,0.639785174,0.815730699,0.04446314,0.61669595,0.75649612,-0.299110577,0.048250456,0.534361361,-0.254403003,0.020464405,0.109200339,-0.06279718,0.66902053,0.864495727
1_1102_MED4_genome,5,MED4,,ATP GTP-binding site motif A,0.011127109,0.976596922,0.989289942,-0.0686865,0.74484962,0.84366516,0.224962318,0.554687758,0.744622769,0.479177571,0.095512932,0.215977999,0.413508318,0.40667273,0.759292327
1_1103_MED4_genome,5,MED4,,Alternative locus ID,0.503560326,0.525100012,0.742468275,0.60806859,0.22183664,0.4137361,0.474313032,0.32805066,0.628203611,1.026674538,0.174775656,0.315845752,0.659889625,0.312529104,0.729703177
1_1104_MED4_genome,5,MED4,,Alternative locus ID,0.384451007,0.663067467,0.829180734,-0.4422717,0.24486607,0.43554418,0.336089653,0.620669621,0.782353242,0.790286449,0.117502054,0.243759661,-0.054957048,0.904573549,0.962975967
1_1105_MED4_genome,5,MED4,,Alternative locus ID,0.20783506,0.336227907,0.611123959,-0.6275459,0.00996453,0.07901434,0.08369049,0.690286845,0.822903357,0.270624869,0.223905247,0.366373066,0.35232755,0.18854021,0.726824113
1_1106_MED4_genome,5,MED4,,Belongs to the peptidase S51 family,0.334832929,0.026198241,0.513773,0.00348512,0.97735595,0.98660051,0.245534503,0.170388217,0.551149231,0.270930379,0.052219894,0.157479462,0.481919584,0.013165291,0.726824113
1_1107_MED4_genome,5,MED4,,Alternative locus ID,-0.02593409,0.886851689,0.945417367,-0.0695424,0.60931566,0.75031755,0.042902216,0.795570086,0.875810965,0.233480648,0.13424085,0.261803729,0.242574187,0.224617655,0.726824113
1_1108_MED4_genome,5,MED4,,Alternative locus ID,0.764950626,0.108734538,0.513773,0.79647351,0.02462107,0.12612552,0.704375768,0.000441189,0.423762239,1.074627459,8.03E-05,0.072309435,0.680351642,0.105362313,0.726824113
1_1109_MED4_genome,5,MED4,,Alternative locus ID,0.829269872,0.26270137,0.56393419,-0.2853284,0.09524708,0.25990006,0.426287349,0.551361555,0.742752838,0.071488426,0.614975998,0.733630969,0.402525774,0.104274164,0.726824113
1_111_MED4_genome,5,MED4,ribG,Alternative locus ID,-0.477091435,0.016598922,0.513773,0.08408903,0.63605158,0.77088649,-0.144925786,0.552325283,0.74352969,-0.299734272,0.11220845,0.238442957,-0.479528723,0.129434785,0.726824113
1_1110_MED4_genome,5,MED4,,Alternative locus ID,-0.247109344,0.120083849,0.513773,0.00446248,0.95420753,0.97605573,-0.096793396,0.447234741,0.686755176,-0.059193577,0.659078787,0.765934876,-0.189474144,0.403261533,0.758674904
1_1111_MED4_genome,5,MED4,,None,-0.275515237,0.142877271,0.515627577,0.3012908,0.26225698,0.45520061,0.11259111,0.566898477,0.752080093,0.427164019,0.035110765,0.133799437,0.074375702,0.710013456,0.873100553
1_1112_MED4_genome,5,MED4,,None,0.527043802,0.048877644,0.513773,-0.0333304,0.87145986,0.92886927,0.583513964,0.037915258,0.534361361,0.299152624,0.104739307,0.228269684,0.264867601,0.575898702,0.831805569
1_1113_MED4_genome,5,MED4,,Alternative locus ID,-0.010048971,0.942919989,0.973320419,-0.0968838,0.35846453,0.54608276,0.133499616,0.298146222,0.62302309,0.107534233,0.368351904,0.504710419,-0.255489221,0.376144427,0.751872851
1_1114_MED4_genome,5,MED4,,Alternative locus ID,-0.084819349,0.81068184,0.911246235,0.39870783,0.04050346,0.16629584,0.28905215,0.436807028,0.679616937,-0.61527419,0.191628275,0.332236387,-0.404087261,0.595909943,0.840755084
1_1115_MED4_genome,5,MED4,,Alternative locus ID,0.410701398,0.261309234,0.56393419,-0.3365853,0.03683007,0.15757365,0.296440269,0.452468889,0.687469694,-0.246725886,0.128298451,0.254373885,0.004455082,0.976776149,0.991471111
1_1116_MED4_genome,5,MED4,,Alternative locus ID,0.850621331,0.05601411,0.513773,-0.3807062,0.13823315,0.31240692,0.239622561,0.673966628,0.813167476,-0.04333611,0.725800326,0.817749223,0.501239226,0.047620312,0.726824113
1_1117_MED4_genome,5,MED4,,Alternative locus ID,0.554897926,0.181984794,0.539510648,-0.2065248,0.27770794,0.47002375,0.344492017,0.504529444,0.709211954,-0.109265725,0.408409466,0.547870015,0.280921927,0.228584758,0.726824113
1_1118_MED4_genome,5,MED4,,Alternative locus ID,-0.232427379,0.16611454,0.531579157,-0.2469357,0.14304117,0.32100712,0.016608808,0.924168544,0.952429062,-0.105305052,0.42785994,0.564912874,-0.128305974,0.38260769,0.75303371
1_1119_MED4_genome,5,MED4,,Alternative locus ID,0.551627455,0.116407439,0.513773,-0.3241029,0.0256554,0.13038101,0.28590216,0.4679778,0.69151921,0.390995418,0.350706148,0.487134136,0.486611087,0.296446276,0.729703177
1_112_MED4_genome,5,MED4,,Alternative locus ID,-0.317005379,0.08595932,0.513773,-0.2822354,0.00425819,0.0543749,-0.363526914,0.070718971,0.534361361,-0.256204309,0.061155813,0.169036426,-0.401521112,0.057179255,0.726824113
1_1120_MED4_genome,5,MED4,pepN,Alternative locus ID,0.281619637,0.414034663,0.673463664,-0.2423527,0.10970062,0.27948924,0.224768769,0.386151093,0.656456857,0.384672492,0.072423936,0.184812123,0.230876693,0.412721372,0.760867773
1_1121_MED4_genome,5,MED4,,,0.141325111,0.708654255,0.852426314,-0.7134775,0.00174234,0.04346798,0.187967687,0.728865833,0.843247774,-0.896432563,0.003498688,0.077090762,-0.259776715,0.165108451,0.726824113
1_1122_MED4_genome,5,MED4,,Photosystem II reaction centre N prot,1.199743779,0.047679383,0.513773,0.03980752,0.71256834,0.82410824,0.880428195,0.159592925,0.543317428,1.15185733,0.001319061,0.073330267,0.355865555,0.239227377,0.726824113
1_1123_MED4_genome,5,MED4,,Alternative locus ID,0.310012651,0.209778929,0.543345847,-0.2003495,0.0773777,0.23408276,0.167551273,0.496483893,0.705955261,0.18174341,0.344497088,0.481644037,0.125062637,0.44519644,0.774898747
1_1124_MED4_genome,5,MED4,purT,"Involved in the de novo purine biosynthesis. Catalyzes the transfer of formate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR). Formate is provided by PurU via hydrolysis of 10-formyl-tetrahydrofolate",0.209733503,0.117984211,0.513773,0.10605396,0.2334405,0.42546414,0.200769924,0.157183075,0.543317428,0.466986498,0.010174789,0.088452934,0.337700532,0.088764933,0.726824113
1_1125_MED4_genome,5,MED4,,Alternative locus ID,-0.169951557,0.383908566,0.649769476,0.07187189,0.33348715,0.52448963,-0.107576591,0.546546404,0.738408008,-0.470241143,0.015734466,0.101429226,-0.128282654,0.625997094,0.850912144
1_1126_MED4_genome,5,MED4,btuE,Belongs to the glutathione peroxidase family,-0.269182919,0.064654762,0.513773,0.02542548,0.75788547,0.85490193,0.002169777,0.990591752,0.991811862,-0.172628403,0.295199798,0.435544403,-0.333299103,0.211308676,0.726824113
1_1127_MED4_genome,5,MED4,,None,0.127171778,0.660989639,0.82894915,-0.3453261,0.00479471,0.05666534,0.145438298,0.688968429,0.822903357,-0.269421868,0.017466415,0.103610909,-0.113533571,0.49173164,0.790721357
1_1128_MED4_genome,5,MED4,,Alternative locus ID,0.128150999,0.716011458,0.856983184,-0.1282988,0.21678818,0.40948879,0.512829086,0.00869385,0.534361361,0.037764169,0.746636455,0.83437384,-0.038657092,0.793898715,0.904725856
1_1129_MED4_genome,5,MED4,dus,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",-0.044394512,0.82953466,0.920871864,-0.197539,0.14722496,0.32620433,0.114147134,0.402587611,0.665653684,-0.005373074,0.963298824,0.977031173,0.138237536,0.443980058,0.774898747
1_113_MED4_genome,5,MED4,aroK,Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate,0.094682415,0.615880933,0.801020496,0.01765385,0.85713709,0.91832703,-0.06850674,0.471592781,0.691549414,0.048336431,0.761802759,0.846398554,0.073286292,0.744761827,0.884037522
1_1130_MED4_genome,5,MED4,,Alternative locus ID,0.518261552,0.397524229,0.659450816,0.14036791,0.23797027,0.42964368,0.570984398,0.266859807,0.606114506,0.178468416,0.271404772,0.412801715,0.219650131,0.135767368,0.726824113
1_1131_MED4_genome,5,MED4,,Alternative locus ID,-0.072373379,0.649353407,0.822828427,0.29054075,0.00248377,0.04774982,0.243122404,0.129555948,0.536097533,0.042667498,0.738963662,0.827243121,0.02681117,0.885544017,0.958923369
1_1132_MED4_genome,5,MED4,,Alternative locus ID,0.320971566,0.026321231,0.513773,0.07620482,0.29308649,0.48661983,0.227912169,0.123072204,0.536097533,0.302700474,0.005669724,0.078019332,0.334493543,0.028000852,0.726824113
1_1133_MED4_genome,5,MED4,,Alternative locus ID,0.280617833,0.773850119,0.886207735,-0.1578519,0.8111959,0.88945336,0.306795536,0.558598538,0.745942634,-1.217958129,0.109343284,0.234953521,-1.106024831,0.19919903,0.726824113
1_1134_MED4_genome,5,MED4,,4-hydroxybenzoyl-CoA thioesterase family active site,0.087310872,0.76450494,0.881551615,0.31852845,0.21464636,0.40673633,0.478901258,0.021811323,0.534361361,0.59903895,0.007064387,0.081751124,0.227772899,0.432689705,0.769667085
1_1135_MED4_genome,5,MED4,,Alternative locus ID,1.063057489,0.12539377,0.513773,-0.0270493,0.95019522,0.97371978,0.549770465,0.32511396,0.628203611,0.610884066,0.049533676,0.152385385,0.238763802,0.453706031,0.778348643
1_1136_MED4_genome,5,MED4,,Alternative locus ID,0.308978771,0.188329206,0.539510648,-0.3950183,0.00379243,0.05324405,0.181253757,0.715841665,0.836907026,0.13251198,0.252315403,0.394604886,-0.016712686,0.903720321,0.962975967
1_1137_MED4_genome,5,MED4,,Alternative locus ID,0.135170039,0.526144036,0.742767952,0.23586643,0.14155207,0.31852061,0.356513421,0.083947302,0.534361361,0.411531421,0.011805316,0.090712048,0.084990068,0.619974985,0.85032584
1_1138_MED4_genome,5,MED4,,Alternative locus ID,-0.317939163,0.037117112,0.513773,0.11539712,0.36265411,0.54940377,0.081783895,0.792081024,0.873973376,0.11213811,0.486630926,0.621554528,0.051506849,0.792240097,0.90427405
1_1139_MED4_genome,5,MED4,,None,0.252149113,0.890580972,0.947308467,0.67233786,0.48914075,0.66499602,1.605659639,0.061138787,0.534361361,1.111300139,0.135082181,0.26291071,1.074623113,0.707356445,0.873034084
1_114_MED4_genome,5,MED4,,Alternative locus ID,0.193568298,0.409889829,0.67126885,0.34231761,0.04376215,0.17315932,0.447627694,0.091993121,0.534361361,0.35040682,0.01550324,0.101429226,0.235605706,0.07177073,0.726824113
1_1140_MED4_genome,5,MED4,,None,0.60850484,0.136520448,0.513773,0.36646633,0.08409555,0.24439871,0.665907884,0.196799057,0.56951875,0.839470125,0.002027887,0.073330267,0.308722132,0.256599415,0.726824113
1_1141_MED4_genome,5,MED4,,Alternative locus ID,0.079441638,0.7425402,0.870095117,0.30009849,0.23430697,0.42583131,0.146565498,0.369758171,0.648734821,0.415009778,0.065811025,0.175101078,-0.05266413,0.781009952,0.900241473
1_1142_MED4_genome,5,MED4,,Alternative locus ID,-0.237353057,0.487219095,0.722216231,-0.5363563,0.05066054,0.1882377,-0.482711858,0.158639146,0.543317428,0.133390411,0.493544447,0.62622119,-0.345235731,0.286612105,0.729703177
1_1143_MED4_genome,5,MED4,,None,0.415595023,0.313398002,0.59067001,0.17292224,0.57823455,0.72886389,0.407173422,0.48631946,0.700314604,0.013220168,0.948790132,0.968899173,-0.137603968,0.484276422,0.790467055
1_1144_MED4_genome,5,MED4,,Alternative locus ID,1.335402428,0.012911162,0.513773,-0.3441432,0.3067569,0.49812342,0.444012334,0.522861761,0.724776658,0.633543412,0.000376302,0.072309435,0.625373847,0.016482929,0.726824113
1_1145_MED4_genome,5,MED4,,Alternative locus ID,0.704604895,0.035835632,0.513773,-0.0109477,0.95040322,0.97371978,0.545306833,0.310345497,0.62492002,0.039918011,0.859074946,0.914284195,-0.221292855,0.529528321,0.805402933
1_1146_MED4_genome,5,MED4,,Alternative locus ID,-0.241434755,0.106504643,0.513773,-0.4711258,0.00771019,0.07120803,-0.167965691,0.269097126,0.606114506,-0.106852323,0.350090593,0.486630991,-0.341469352,0.039440106,0.726824113
1_1147_MED4_genome,5,MED4,,Alternative locus ID,-0.242013118,0.269792257,0.567657093,0.09468081,0.37623432,0.56157431,0.032510856,0.823744547,0.895030133,0.256019297,0.292787688,0.433650847,0.067860394,0.704849915,0.873034084
1_1148_MED4_genome,5,MED4,,None,0.799158467,0.12285318,0.513773,-0.2760048,0.33026068,0.52257179,0.71146119,0.216772182,0.583257561,0.656876919,0.052847214,0.158376753,0.433123227,0.260112548,0.726824113
1_1149_MED4_genome,5,MED4,,Alternative locus ID,0.696579756,0.141906395,0.515627577,-0.0696568,0.77762067,0.86895804,0.389453357,0.376907585,0.650162023,-0.027804215,0.922773862,0.952709295,0.316407716,0.462103863,0.781010708
1_115_MED4_genome,5,MED4,gst1,glutathione S-transferase,-0.04291899,0.752043745,0.873972192,-0.0051442,0.95614914,0.97649681,0.101351768,0.335853992,0.631488156,-0.173381615,0.217632822,0.360407458,-0.183144755,0.153889366,0.726824113
1_1150_MED4_genome,5,MED4,,Alternative locus ID,0.190464746,0.340578297,0.612648854,0.21340281,0.08225759,0.24055837,0.257813397,0.07494058,0.534361361,0.682079905,0.000495628,0.072309435,0.336608803,0.117556624,0.726824113
1_1151_MED4_genome,5,MED4,,Alternative locus ID,0.319619124,0.053060418,0.513773,-0.2213314,0.03464179,0.1519335,-0.006494358,0.974875304,0.98254746,-0.043623916,0.68271088,0.782486802,0.165873566,0.400122393,0.756849476
1_1152_MED4_genome,5,MED4,,Alternative locus ID,0.476874815,0.248399964,0.561670543,-0.4471665,0.0021883,0.04517036,0.285184457,0.503702988,0.709211954,0.065110624,0.638934941,0.75207967,0.185296362,0.440081816,0.774343605
1_1153_MED4_genome,5,MED4,,Alternative locus ID,0.129763453,0.435036532,0.685766569,-0.139089,0.25288486,0.44502276,0.218787854,0.414056438,0.670616516,-0.087547971,0.441638758,0.576350581,0.09826297,0.628131627,0.850912144
1_1154_MED4_genome,5,MED4,,Alternative locus ID,0.265259822,0.499586495,0.729365305,-0.1156406,0.58816897,0.73414169,0.521984691,0.21834417,0.583257561,0.082506674,0.683097536,0.782486802,0.141169027,0.528205343,0.804428018
1_1155_MED4_genome,5,MED4,,,-0.11640329,0.950464071,0.977667984,0.5585982,0.4098893,0.59291969,0.824871267,0.343657355,0.636705883,0.109536982,0.82529005,0.893173062,0.039991407,0.984730947,0.992549403
